0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126
0,656.195092941116,1556.30331233985,1352.78083960411,1660.86724334006,991.104434456834,418.243947953823,1874.03735288281,1396.82497113991,1233.09691427722,1276,1044,844.49274715654,883.429680280213,836.487895907646,259.383885389976,1476.43895911751,2132.63405205863,1611.52350277618,1148.34141264695,1560.62038946055,1415.96045142511,1401.63333293697,1249.35823525521,3321.73448668011,2284.9350100167,1774.45879073029,3764.19553158441,3792.68559203106,1453.47583399243,1628.13758632371,4114.32230142462,3528.00226757297,1888.34318914757,1165.78557205002,1037.5355415599,883.429680280213,2320,2132.63405205863,1724.46397468895,1069.46715704598,2320,1648.66976681202,2167.05883630325,2498.71647051041,4153.38319927261,3268.64865043645,3535.62215175774,3603.4760995461,1050.42467602394,1069.46715704598,2091.21973976911,3411.66235140584,2065.32128251272,3266.58965895626,1982.20886891367,1640.48773235279,2624.78037176446,3235.54755798767,2678.06796030273,2698.09117711022,2864.98865617301,9304.61734839214,2708.04726694347,5833.54300575559,3395.84923104663,2678.06796030273,3603.4760995461,5020.26772194472,4537.36487402104,4158.2400123129,1870.44379760526,2805.6656964079,2737.69830331978,4547.73262186774,3506.96221821679,2391.40126285824,3381.95209901027,2311.28362603987,2479.79676586611,4915.99186329677,6808.51819414474,6827.26768187684,4697.64196166545,7345.64905233023,7488.965749688,7446.62178440667,7631.35427037692,6089.7238032607,2348.82098083272,2705.56167920822,6406.30938996861,4778.58054237867,4518.0473658429,4277.8686281839,6704.96055171095,5926.22645534239,12003.6181212166,7540,2138.93431409195,11020.6105094046,10722.9436257028,2645.20698623,7007.20657609008,591.486263576763,883.429680280213,9752.97205983899,1094.34181131857,6433.55702547199,5851.96719061206,6564.00121876893,6149.09424224414,3899.39482484141,812,1100.4726257386,2422.15111006725,4111.05047402729,3642.47388460096,8622.31987344473,820.243866176395,1556.30331233985,3640.62631974225,4721.92672539505,2345.95481627418,5096.0847716654,5911.44923009578,6612
656.195092941116,0,1870.44379760526,1995.73946195389,1165.78557205002,1611.52350277618,844.49274715654,2490.62562421573,1944.51433525186,1357.74518964348,1800.80426476616,1577.77057901331,778.151656169927,1281.26187799372,1485.52482308442,624.679117627603,2132.63405205863,2788.82914499974,2252.31258931792,1804.53650558807,2216.17688824697,2065.32128251272,2029.17125940617,1870.44379760526,3601.60852953233,2593.83885389976,2207.05052049109,3945.70551359323,4079.837251656,1755.3985302489,2116.80136054378,4417.14840140107,3778.46741417734,1972,905.988962405172,1037.5355415599,883.429680280213,2498.71647051041,2231.30455115388,1560.62038946055,1296.91942694988,2320,1712.71947498707,1628.13758632371,1913.1210102866,3506.96221821679,2650.28904084064,2881.38022482282,2964.24830268991,676.390419802055,418.243947953823,1660.86724334006,2767.03162251536,1415.96045142511,2786.41561867572,1411.20090702919,984.292639411674,2705.56167920822,3612.79946855621,3036.01054016616,2982.35075066633,3185.25101051707,9953.04335366826,2767.03162251536,5559.5352323733,3044.86190163035,3274.8178575304,4247.88135427533,5674.52271120664,5179.89034632974,4772.94542185431,2509.46368772294,3443.07072248015,3387.91499303037,5199.33688079547,4153.38319927261,3044.86190163035,3994.84868299164,2909.26519932439,3044.86190163035,5514.57704633819,7377.63647789724,7373.07534208081,5300.57808168128,7923.74255008326,8070.1325887497,8037.55286141248,8228.64460284925,6072.02108033231,2690.59993310042,2934.59366863626,6406.30938996861,4292,3862.99158684044,3964.41773782733,7341.06804218569,5908.03385230654,11976.6840152022,7475.47777737316,2188.68362263713,11489.2715173766,11237.6403217046,2100.84935204788,7315.36137179839,1194.29309635449,1512.45495800702,9131.63906426442,1740,7056.00453514594,6422.04328854921,5908.03385230654,5502.36312869298,3787.36003041697,1357.74518964348,997.869730976945,2793.64994227981,4697.64196166545,2993.60919293083,9277.82474505743,1050.42467602394,956.560505143297,3856.01867215396,4571.34203489522,1859.62146685824,5179.89034632974,6492.89211368863,6165.4845713861
1556.30331233985,1870.44379760526,0,1411.20090702919,1972,1142.46750500835,1142.46750500835,1434.84075771495,812,624.679117627603,705.600453514594,2228.28723462663,1165.78557205002,2302.53425598839,1352.78083960411,1815.68719772983,1774.45879073029,2207.05052049109,1508,1615.69304015336,1755.3985302489,1525.74178680405,1281.26187799372,1182.97252715353,4640,3623.95584962069,2993.60919293083,5173.39192406684,5084.18882418818,2872.02506952847,2767.03162251536,5373.69295736182,4873.3807567232,3411.66235140584,2678.06796030273,2593.83885389976,2438.76034082892,3776.68637829513,3642.47388460096,3274.8178575304,2575.61798409624,3861.24953868563,3185.25101051707,3481.93279659444,3719.24293371648,4666.02700377955,3642.47388460096,4203.29965622248,4086.42826928358,1547.63303143866,2091.21973976911,2052.24949750268,3959.32317448324,3071.26293241071,3088.73825372109,2388.58619270898,2593.83885389976,1249.35823525521,1743.86237989126,1165.78557205002,1142.46750500835,1322.603493115,9182.33608620377,1357.74518964348,4884.41275897113,2824.78459355753,1902.54145815538,3123.39558813801,4635.64795902364,3967.810479345,3364,1640.48773235279,2334.45496850978,2457.99593164838,4512.0868785962,3642.47388460096,2554.63500328325,3829.75717245885,2982.35075066633,3266.58965895626,5341.0410970147,7311.68161232421,7427.6241154221,5109.2700065665,6279.0190316641,6433.55702547199,6434.60270723842,6647.518634799,4697.64196166545,820.243866176395,1160,4989.34865488472,6152.37580126572,5291.68555377207,5800,5992.83438783352,7447.52522654338,13515.8668238482,6187.27080383589,928,11812.6508455977,11373.325283311,3944,5466.78845392796,1148.34141264695,1194.29309635449,10753.018552946,1357.74518964348,5616.12535472634,4772.94542185431,7175.14153170514,6580.38053610884,2730.31573265804,905.988962405172,1100.4726257386,928,4645.79637952418,4217.6808793459,8190.12576216019,820.243866176395,2200.94525147719,5020.26772194472,6277.94743526895,2380.12100532725,3612.79946855621,6384.21678829909,8034.20388090818
1352.78083960411,1995.73946195389,1411.20090702919,0,2767.03162251536,418.243947953823,1233.09691427722,580,624.679117627603,1660.86724334006,705.600453514594,1211.07555503362,1770.66315260696,1512.45495800702,518.767770779951,1508,366.824208579532,883.429680280213,259.383885389976,366.824208579532,348,116,164.048773235279,232,3448.92794937789,2509.46368772294,1834.12104289766,4060,3856.01867215396,1944.51433525186,1577.77057901331,4114.32230142462,3699.29074283166,2617.07928806141,2391.40126285824,2100.84935204788,2002.47047418932,2803.26666587394,2788.82914499974,2786.41561867572,1859.62146685824,3095.26606287731,2460.73159852919,3489.65327790599,3840.28332288127,5423.54275358829,4477.66010322356,4840.13388244582,4856.78576838633,2157.72472757764,2391.40126285824,3062.48787752703,4681.86116838165,3411.66235140584,4222.4637357827,3155.54115802662,2971.04964616884,2645.20698623,2482.50840884779,2052.24949750268,2252.31258931792,2302.53425598839,8078.46520076679,2757.28852316909,6290.7945444117,4119.22516985901,1396.82497113991,2252.31258931792,3692.00866737878,3185.25101051707,2824.78459355753,518.767770779951,1453.47583399243,1396.82497113991,3323.7593173995,2348.82098083272,1211.07555503362,2438.76034082892,1577.77057901331,1874.03735288281,3971.2003223207,5934.1681809669,6032,3740.88759521053,6052.04362178595,6190.53212575462,6134.85386949029,6311.08231605325,6018.6005017778,1834.12104289766,2388.58619270898,6287.58522805059,6028.65291752644,5851.96719061206,5341.0410970147,5352.36620570753,6489.78273904451,12487.1184826604,7522.13267630929,2331.57114410005,10402.5550707507,9976.67439580946,3964.41773782733,6230.61473692604,820.243866176395,492.146319705837,11102.7211079086,259.383885389976,5088.15723027502,4577.22536041214,7876.04977130033,7411.30164006297,4140.40384503734,778.151656169927,1920.14166144063,1811.97792481034,3248,4924.19658421554,7300.63120558764,1401.63333293697,2793.64994227981,3876.89979235987,5544.99413886074,3371.99051006968,4858.17084919829,5009.53490855189,7803.10194730275
1660.86724334006,1165.78557205002,1972,2767.03162251536,0,2348.82098083272,1556.30331233985,3121.2407789211,2460.73159852919,1352.78083960411,2296.68282529391,2690.59993310042,997.869730976945,2436,2334.45496850978,1743.86237989126,3009.3002508889,3640.62631974225,2993.60919293083,2698.09117711022,3064.68399676051,2864.98865617301,2737.69830331978,2575.61798409624,4756,3757.03925984278,3364,5064.30014908279,5234.15857612281,2920.80536838729,3256.27517264742,5574.03839240456,4924.19658421554,3082.19661929605,1920.14166144063,2167.05883630325,2025.85290680247,3633.22666510087,3339.91377134201,2546.72181441162,2460.73159852919,3371.99051006968,2824.78459355753,2029.17125940617,2091.21973976911,2717.96688721552,1724.46397468895,2231.30455115388,2138.93431409195,624.679117627603,883.429680280213,518.767770779951,1995.73946195389,1322.603493115,1624,418.243947953823,935.221898802632,2216.17688824697,3573.47785777385,3011.53515669334,2822.40181405837,3071.26293241071,10845.2245712111,2231.30455115388,4462.60910230775,1920.14166144063,3787.36003041697,4924.19658421554,6416.80294227585,5824.3090577338,5290.41397246,3225.13379567422,4104.49899500536,4130.64256502545,6087.51377821849,5084.18882418818,3944,5025.6255332048,3967.810479345,4140.40384503734,6567.07545258923,8468.79448327801,8487.04707186192,6346.16482609773,8249.06006766832,8404.1979986195,8406.59931244496,8619.19810655261,5245.71444133209,2678.06796030273,2678.06796030273,5598.12682957434,4558.07678741813,3321.73448668011,4600.68342749205,7916.94688626872,6867.55269364568,12890.6223278785,6570.14824794692,1740,12646.1282612506,12374.5416076718,2391.40126285824,6994.71343230014,1972,2287.87761910466,8803.78100590877,2546.72181441162,7564.94335735569,6743.98102013937,5220,4676.10949401316,2900,1995.73946195389,905.988962405172,2824.78459355753,5768.59497624855,2252.31258931792,10019.0698171038,1396.82497113991,418.243947953823,4989.34865488472,5413.60951676421,696,4524,7569.38887889901,6471.09511597535
991.104434456834,1611.52350277618,1142.46750500835,418.243947953823,2348.82098083272,0,820.243866176395,883.429680280213,518.767770779951,1281.26187799372,492.146319705837,1160,1352.78083960411,1357.74518964348,259.383885389976,1182.97252715353,705.600453514594,1296.91942694988,656.195092941116,478.280252571649,733.648417159064,518.767770779951,418.243947953823,259.383885389976,3535.62215175774,2544.07861513751,1888.34318914757,4104.49899500536,3967.810479345,1870.44379760526,1648.66976681202,4247.88135427533,3776.68637829513,2498.71647051041,2100.84935204788,1859.62146685824,1740,2767.03162251536,2698.09117711022,2562.52375598744,1688.98549431308,2973.3133033705,2311.28362603987,3155.54115802662,3489.65327790599,5009.53490855189,4060,4432.35377649393,4441.45201482578,1740,1995.73946195389,2650.28904084064,4268.42172236999,3024.90991601403,3815.67713518846,2737.69830331978,2575.61798409624,2391.40126285824,2490.62562421573,1995.73946195389,2132.63405205863,2228.28723462663,8496.55459583471,2498.71647051041,5971.46548177246,3740.88759521053,1688.98549431308,2645.20698623,4101.21933088198,3573.47785777385,3168.30806582946,905.988962405172,1834.12104289766,1804.53650558807,3740.88759521053,2757.28852316909,1615.69304015336,2805.6656964079,1870.44379760526,2138.93431409195,4348.06623684598,6302.54805614364,6384.21678829909,4119.22516985901,6358.87411418091,6501.17650890975,6456.52290323515,6640.43010655183,5828.92786025012,1724.46397468895,2228.28723462663,6112.88082658251,5741.70706323477,5453.23390292403,5136.84883951241,5729.97731234601,6467.9752627851,12504.8860850469,7323.63407059637,2025.85290680247,10722.9436257028,10324.6516648263,3633.22666510087,6279.0190316641,418.243947953823,116,10738.6181606387,232,5447.06159318949,4869.23731194116,7468.27423170842,6995.67523545798,3856.01867215396,366.824208579532,1508,1740,3603.4760995461,4512.0868785962,7710.29234205812,991.104434456834,2380.12100532725,3937.1705576467,5430.98075857391,2957.43131788382,4710.51419698529,5381.19986620085,7548.02649703881
418.243947953823,844.49274715654,1142.46750500835,1233.09691427722,1556.30331233985,820.243866176395,0,1672.97579181529,1100.4726257386,836.487895907646,956.560505143297,1322.603493115,591.486263576763,1254.73184386147,778.151656169927,676.390419802055,1453.47583399243,2091.21973976911,1476.43895911751,1142.46750500835,1512.45495800702,1322.603493115,1233.09691427722,1069.46715704598,3684.71220043031,2647.74923283909,2091.21973976911,4153.38319927261,4150.14216623961,1834.12104289766,1913.1210102866,4464.11648593538,3899.39482484141,2302.53425598839,1547.63303143866,1453.47583399243,1296.91942694988,2717.96688721552,2544.07861513751,2132.63405205863,1476.43895911751,2737.69830331978,2065.32128251272,2460.73159852919,2757.28852316909,4190.47491341972,3250.07076846028,3612.79946855621,3623.95584962069,935.221898802632,1194.29309635449,1913.1210102866,3448.92794937789,2231.30455115388,3095.26606287731,1930.62476934282,1770.66315260696,2216.17688824697,2843.77495593445,2279.03839370907,2284.9350100167,2457.99593164838,9298.10733429121,2302.53425598839,5514.57704633819,3134.14741197666,2438.76034082892,3460.6126625209,4921.46319705837,4385.04549577311,3944,1724.46397468895,2645.20698623,2624.78037176446,4537.36487402104,3528.00226757297,2388.58619270898,3489.65327790599,2460.73159852919,2670.52054850735,5036.32405629344,6961.93306488938,7007.20657609008,4812.25269494444,7079.80225712555,7226.53001100805,7195.74096254166,7388.5717158325,5688.732723551,1944.51433525186,2287.87761910466,6001.80906060831,5109.2700065665,4640,4670.3507362938,6531.11935276029,6341.9227368362,12418.5029693599,7146.9557155477,1740,11261.5629465896,10926.1901868858,2936.88542507194,6602.83575443158,418.243947953823,742.76241154221,9965.20346004034,997.869730976945,6230.61473692604,5577.65828999949,6648.53066474089,6178.5655293118,3528.00226757297,518.767770779951,812,2025.85290680247,4254.212030447,3692.00866737878,8530.53620823451,418.243947953823,1560.62038946055,4021.70511101945,5138.15842496122,2200.94525147719,4681.86116838165,6052.04362178595,6963.86559318889
1874.03735288281,2490.62562421573,1434.84075771495,580,3121.2407789211,883.429680280213,1672.97579181529,0,676.390419802055,1870.44379760526,836.487895907646,1774.45879073029,2132.63405205863,2091.21973976911,1069.46715704598,2055.52523701365,778.151656169927,844.49274715654,366.824208579532,935.221898802632,676.390419802055,591.486263576763,478.280252571649,624.679117627603,3897.66904700746,3009.3002508889,2334.45496850978,4537.36487402104,4277.8686281839,2504.09584481106,2075.07108311981,4512.0868785962,4153.38319927261,3185.25101051707,2957.43131788382,2678.06796030273,2575.61798409624,3339.91377134201,3347.96176800154,3365.99940582288,2438.76034082892,3662.73558969249,3036.01054016616,4035.06629437485,4372.75382339322,5824.3090577338,4845.69086921566,5272.57963429667,5249.56074352893,2544.07861513751,2864.98865617301,3345.95158363058,5088.15723027502,3899.39482484141,4462.60910230775,3528.00226757297,3443.07072248015,2554.63500328325,2052.24949750268,1712.71947498707,1982.20886891367,1972,7785.83842627112,2670.52054850735,6264,4255.79322805984,820.243866176395,1804.53650558807,3297.33953362404,2717.96688721552,2284.9350100167,259.383885389976,984.292639411674,1037.5355415599,3082.19661929605,2216.17688824697,1182.97252715353,2479.79676586611,1834.12104289766,2157.72472757764,3945.70551359323,5917.13714561358,6059.82045938657,3713.81205771105,5486.44438593886,5626.8968357346,5577.65828999949,5759.25689651017,5773.258352092,1577.77057901331,2167.05883630325,6019.71826583271,6598.75867114414,6311.08231605325,5920.54727200113,4858.17084919829,7003.36490552934,12965.5623865685,7281.2526394845,2345.95481627418,10489.5048500871,10000.2495968851,4512.0868785962,5729.97731234601,1296.91942694988,991.104434456834,11620.8612417497,820.243866176395,4565.45112776383,4004.94094837864,8304.33621670029,7796.2011261896,4066.62316916628,1160,2228.28723462663,1508,3299.37933557207,5337.26072063189,6897.85589875579,1724.46397468895,3208.40147113793,4343.42169262898,6105.17157826052,3668.24208579532,4565.45112776383,4989.34865488472,8380.94982683944
1396.82497113991,1944.51433525186,812,624.679117627603,2460.73159852919,518.767770779951,1100.4726257386,676.390419802055,0,1194.29309635449,164.048773235279,1672.97579181529,1485.52482308442,1874.03735288281,778.151656169927,1624,991.104434456834,1396.82497113991,696,905.988962405172,956.560505143297,733.648417159064,478.280252571649,418.243947953823,4020.03184066992,3044.86190163035,2380.12100532725,4605.06851197678,4441.45201482578,2388.58619270898,2132.63405205863,4710.51419698529,4265.26810411726,3016,2552,2345.95481627418,2216.17688824697,3283.0254339557,3216.778512736,3051.48357360809,2200.94525147719,3489.65327790599,2824.78459355753,3548.91758146058,3856.01867215396,5173.39192406684,4184.04780087417,4640,4596.29415942888,1902.54145815538,2284.9350100167,2670.52054850735,4441.45201482578,3321.73448668011,3787.36003041697,2872.02506952847,2853.22273928973,2025.85290680247,1972,1485.52482308442,1648.66976681202,1724.46397468895,8461.64144832432,2138.93431409195,5694.64309680598,3601.60852953233,1352.78083960411,2466.19382855444,3967.810479345,3364,2864.98865617301,844.49274715654,1648.66976681202,1712.71947498707,3748.07470576562,2843.77495593445,1743.86237989126,3018.22994485178,2200.94525147719,2498.71647051041,4529.94481202586,6500.14153692056,6616.06892346203,4298.26569676655,5979.34712155098,6126.07410990106,6096.3490713705,6290.7945444117,5397.42901759718,1233.09691427722,1770.66315260696,5669.77812617037,6175.29788755166,5694.64309680598,5626.8968357346,5475.39660663956,6984.12485569953,13015.2827091846,6899.80637409486,1740,11007.7827013436,10561.7347060036,4026.72075018867,5760.4249843219,812,624.679117627603,11059.6130131212,656.195092941116,5152.54189696697,4477.66010322356,7663.90500984974,7136.59302468622,3528.00226757297,591.486263576763,1560.62038946055,1233.09691427722,3835.02385911744,4693.34337120139,7562.27479003507,1069.46715704598,2575.61798409624,4432.35377649393,5946.626606741,2993.60919293083,4247.88135427533,5572.83123735144,8004.84053557596
1233.09691427722,1357.74518964348,624.679117627603,1660.86724334006,1352.78083960411,1281.26187799372,836.487895907646,1870.44379760526,1194.29309635449,0,1037.5355415599,2132.63405205863,591.486263576763,2091.21973976911,1396.82497113991,1476.43895911751,1985.60016116035,2533.47824146962,1834.12104289766,1740,2002.47047418932,1774.45879073029,1577.77057901331,1434.84075771495,4518.0473658429,3481.93279659444,2909.26519932439,4989.34865488472,4981.25124843146,2670.52054850735,2715.49037928695,5291.68555377207,4734.73293861438,3116.9266914703,2231.30455115388,2228.28723462663,2065.32128251272,3550.81286468324,3364,2864.98865617301,2302.53425598839,3535.62215175774,2872.02506952847,2920.80536838729,3132,4060,3044.86190163035,3582.87928906348,3480,935.221898802632,1512.45495800702,1485.52482308442,3345.95158363058,2460.73159852919,2593.83885389976,1770.66315260696,1985.60016116035,1396.82497113991,2322.89818976209,1743.86237989126,1640.48773235279,1859.62146685824,9655.91135004874,1476.43895911751,4731.8901086141,2460.73159852919,2460.73159852919,3642.47388460096,5151.23596819249,4518.0473658429,3950.81763689493,2025.85290680247,2831.92090285022,2906.95166798487,4935.11499359437,3999.89799869947,2869.68151542989,4086.42826928358,3134.14741197666,3381.95209901027,5626.8968357346,7583.59703570806,7663.90500984974,5397.42901759718,6902.73105372069,7056.95798485438,7056.00453514594,7267.37916996217,4856.78576838633,1396.82497113991,1577.77057901331,5173.39192406684,5587.29988455963,4668.90993701956,5322.11236258687,6580.38053610884,7147.89703339381,13226.543615019,6311.08231605325,905.988962405172,11983.9846461851,11602.3197680464,3371.99051006968,5964.70150133265,1069.46715704598,1276,10128.6002981656,1512.45495800702,6217.64328343143,5396.18235422044,6567.07545258923,5992.83438783352,2698.09117711022,928,478.280252571649,1525.74178680405,4884.41275897113,3603.4760995461,8733.19002426948,418.243947953823,1577.77057901331,4858.17084919829,5889.78505550075,1811.97792481034,3876.89979235987,6661.67306312761,7481.77519042106
